Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2021-03-11,OuJesIgk0h,zJlvUiMLou,Hkazx3w5Wq,Barbell Incline Bench Press,6,52.16318458509857,fake_id_583
2021-01-20,No3FHIdWwY,w5njIJMJHb,ZypsdAhHU5,Kettlebell Upright Row,10,13.607787283069193,fake_id_583
2021-07-13,o0EDN0nfoe,DdtF1OFcuQ,8Ngt6BeS09,Tricep Push Up,7,0.0,fake_id_590
2021-11-10,DHDQv8b3ax,BN1DjSE1Zi,aSxe5uJsp3,Romanian Deadlift,6,70.30690096252415,fake_id_600
2021-09-17,KMCSBjWdwd,AkKyo5MAvA,oDbz7zb04Y,Kettlebell Front Squat,8,6.8038936415345965,fake_id_579
2021-01-05,GDMdsYrllf,G1mxtZtEs5,sftjA01HBW,Back Squat,8,70.30690096252415,fake_id_557
2021-05-10,E3jOWyTv01,w5njIJMJHb,Gg3wolx550,Kettlebell Upright Row,15,22.67964547178199,fake_id_596
2021-04-07,hAN6EcCjZb,AF7Qq7XK2r,BzH0HMXANd,Air Squats,14,0.0,fake_id_560
2021-01-14,m7b2DTRpdM,1sQqqUqJyp,CiIIxjOtaH,Frog Pump,15,0.0,fake_id_544
2021-01-27,2mmqKHzWRk,djuvlRHUvb,m3RTrLMjrB,Dumbbell Rear Delt Raise,9,5.0,fake_id_548
2021-11-15,g6LSuxoJgW,k4ivWt2zuv,KnKEuAF8wD,Barbell Glute Bridge,10,61.235042773811365,fake_id_552
2021-07-22,SiYyHFVi9n,zJlvUiMLou,VDlfaFbOQ2,Barbell Incline Bench Press,8,83.91468824559335,fake_id_543
2021-10-17,BtjQGfolzA,G1mxtZtEs5,80t1802xm9,Back Squat,1,142.88176647222653,fake_id_587
2021-01-21,1wxlRb1zj2,243X43p1XP,BTaypIQqlz,Seated Leg Curl,15,38.55539730202938,fake_id_562
2021-10-10,0FKK5h9yfG,BN1DjSE1Zi,PYJQ0zV2H7,Romanian Deadlift,10,43.091326396385774,fake_id_566
2021-06-18,B9b9udl0Rt,ewEcdHovom,ivsKeCmkFy,Hanging Leg Raise,9,0.0,fake_id_548
2021-05-11,4H4otlnOPn,G1mxtZtEs5,aWb0yFNE0y,Back Squat,8,124.73805009480093,fake_id_543
2021-04-07,axnlp6Vo59,djuvlRHUvb,GSFwWALhUR,Dumbbell Rear Delt Raise,24,6.8038936415345965,fake_id_584
2021-02-14,v9NRu8ofyB,xPS7RzoOGm,OI8nSESAH5,Bent Over Barbell Row,12,38.55539730202938,fake_id_542
2021-03-16,XtBrQUv6hH,G1mxtZtEs5,vCNqd47vvY,Back Squat,15,70.0,fake_id_551
2021-06-04,WihuZeoSMQ,fxXbcxfkLt,ftlVaQTgEJ,Exercise Ball Crunch,15,0.0,fake_id_543
2021-04-01,Di71DW5CIO,243X43p1XP,4KDlWQZk2d,Seated Leg Curl,8,81.64672369841516,fake_id_572
2021-03-30,9KYaxRpLWz,wNarovWdLy,s1OUma6DvW,Cable Crunch,20,18.14371637742559,fake_id_543
2021-10-16,erf0KMIasW,xPS7RzoOGm,1mcbHFfLOc,Bent Over Barbell Row,7,70.30690096252415,fake_id_587
2021-09-02,XM8gFftw0d,9q2Cdgm0FM,yuagVxVlRQ,Machine Leg Press,12,65.77097186816776,fake_id_559
2021-03-17,nKymL0duvp,PZ2ogZtiY4,smCFIUa5Tq,TRX Pulse Lunges,8,0.0,fake_id_546
2021-02-02,piGrM8dpDH,BN1DjSE1Zi,6gVwJaajTi,Romanian Deadlift,12,6.8038936415345965,fake_id_578
2021-08-04,lXABtpzxMB,qfkBJ4A5eQ,emOyIfWYJp,Dead Bug,10,3.628743275485118,fake_id_542
2021-03-02,gHB7RcMOn9,erjFOF21dc,WtOPRA8PyH,Reverse Barbell Curl,12,6.8038936415345965,fake_id_578
2021-01-20,RwKQswLd8Q,zJlvUiMLou,JO4Yd6ptg6,Barbell Incline Bench Press,8,79.37875915123695,fake_id_563
2021-07-07,eQhhYPD5lO,3GvUTFN8up,PyBeHy3xjk,Calf Raise,15,45.35929094356398,fake_id_543
2021-04-18,HTvZdrB0vE,3GvUTFN8up,1fVJpNZpUt,Calf Raise,15,36.28743275485118,fake_id_543
2021-09-14,8rWxIC9QNf,EAjKaB5zWy,v7Vx7Q8DSx,Dumbbell Kickbacks,11,11.339822735890994,fake_id_562
2021-09-03,9OWMHeMOdP,uHBREgyju0,SVAm9H4PL7,Step Up,10,0.0,fake_id_587
2021-12-11,u8GhHbNDXG,erjFOF21dc,xRZ7OIRoek,Reverse Barbell Curl,10,9.071858188712795,fake_id_579
2021-11-06,qxiUj27OwX,N6zu9IJNBz,Or9NMNttfM,Leg Raise,11,0.0,fake_id_569
2021-07-17,l19XmdWLpY,k4ivWt2zuv,GjuhwmPqQC,Barbell Glute Bridge,10,83.91468824559335,fake_id_562
2021-08-11,wAYHJ63n3u,3GvUTFN8up,upYrYEKRlE,Calf Raise,20,27.215574566138386,fake_id_587
2021-03-18,nBIJomNNe7,r4bOO0fDTv,H7H9rh9ct8,Plank,0,0.0,fake_id_567
2021-10-16,pvYkgrx60J,1sQqqUqJyp,YM0rNtjq3t,Frog Pump,30,0.0,fake_id_550
2021-03-30,fbmGlDGXj8,ACSgVaipTW,ECZU0wNlLR,Dumbbell Squeeze Press,12,18.14371637742559,fake_id_565
2021-10-08,6eA4CMOnb7,xPS7RzoOGm,DYN0bavkxn,Bent Over Barbell Row,15,31.75150366049478,fake_id_582
2021-05-26,OzBQZdVCcg,dFycDkJyHe,Y3YfkGd3Wp,Dumbbell Shoulder Raise,14,9.071858188712795,fake_id_602
2021-07-15,UvUL0iVpPF,Gx6Z2fevPD,xZC4XMaPVq,Incline Dumbbell Row,11,18.14371637742559,fake_id_550
2021-02-18,fswvC1IYii,9fptvki4pW,zWSos5j1XO,Barbell Hip Thrust,18,6.8038936415345965,fake_id_578
2021-10-11,WxUiBpAQDv,oCzmU1KcYe,CMJ5SSnBbw,Cable Shoulder Internal Rotation,15,9.071858188712795,fake_id_564
2021-01-20,IxRLFGn1j1,djuvlRHUvb,UL9hIcYEq8,Dumbbell Rear Delt Raise,11,9.071858188712795,fake_id_580
2021-03-06,CMsJCVk3IB,EAjKaB5zWy,Pk347gUOvF,Dumbbell Kickbacks,9,4.535929094356398,fake_id_553
2021-10-28,UodO3rQ6su,w5njIJMJHb,gzpiiaZSmX,Kettlebell Upright Row,9,7.257486550970236,fake_id_553
2021-09-15,ODdjntKaWT,N6zu9IJNBz,knRK3VUXUn,Leg Raise,5,0.0,fake_id_601
2021-04-12,XuLSXW6YgR,N6zu9IJNBz,AJDOzikcIT,Leg Raise,10,0.0,fake_id_595
2021-12-07,RrI3paSk6w,erjFOF21dc,8UWlgYBGX6,Reverse Barbell Curl,5,2.267964547178199,fake_id_610
2021-03-27,deFGtc4Sxf,gALxFFZcI4,jXgD2fdtqO,Dumbbell Decline Bench Press,11,18.14371637742559,fake_id_542
2021-03-20,ZcmcRsDYYq,KVt5QRq9Hx,LbAxYucnig,Side Laterals to Front Raise,10,3.628743275485118,fake_id_553
2021-04-21,9gDgXDW9Uk,DdtF1OFcuQ,0GCfZnPvJT,Tricep Push Up,9,0.0,fake_id_562
2021-07-27,iOYpA5gEZG,G1mxtZtEs5,cIBodo93lR,Back Squat,5,77.11079460405875,fake_id_552
2021-10-26,HbG2KDqe38,N6zu9IJNBz,BQfFa2kWIq,Leg Raise,15,0.0,fake_id_587
2021-08-23,YRHtw1LMC3,nNMm3ywt6H,PXSMjX7oGO,Pike Push Up,9,0.0,fake_id_590
2021-10-13,iU4Cdp3G6m,ACSgVaipTW,BD6W9kRyhA,Dumbbell Squeeze Press,11,8.0,fake_id_605
2021-08-25,HDUWLK6fSf,xPS7RzoOGm,egAbfK7A23,Bent Over Barbell Row,4,61.235042773811365,fake_id_587
2021-10-05,uiau09SYEo,BN1DjSE1Zi,f7uAHABjcA,Romanian Deadlift,8,83.91468824559335,fake_id_576
2021-10-08,YhpH6gq4pi,BN1DjSE1Zi,xEdoAr9FPH,Romanian Deadlift,5,45.35929094356398,fake_id_559
2021-04-20,yRgbiEtmkH,dOrcZrFXST,m0XhtqC6d8,Handle Band Pec Fly,8,0.0,fake_id_569
2021-10-09,7UiApgUDfT,1sQqqUqJyp,WNZHqRQA7v,Frog Pump,18,0.0,fake_id_595
2021-06-15,x7Aql4q4oP,guHWefrd4A,GTuwwRjonW,Torture Twist,10,0.45359290943563974,fake_id_557
2021-11-21,cBwOuEmnWH,G1mxtZtEs5,CiXx4CKfPS,Back Squat,12,70.30690096252415,fake_id_593
2021-05-21,9WrXCA2fOS,erjFOF21dc,NG3vf6Bepp,Reverse Barbell Curl,6,36.28743275485118,fake_id_562
2021-04-01,ETb5oo3Czq,9q2Cdgm0FM,8CPdsBoxT0,Machine Leg Press,14,117.93415645326634,fake_id_574
2021-07-07,ufpFIxAU51,WoEeZr6Uwx,X2H3c7ZR9M,Single Arm Lat Pulldown,10,22.67964547178199,fake_id_584
2021-11-23,g2zj7j9JZN,DhkjvJNsNR,utFqaQfMnE,Sit Up,10,0.0,fake_id_600
2021-06-24,6uW0uAc6F0,N6zu9IJNBz,oVAJHDxzA8,Leg Raise,20,100.0,fake_id_551
2021-08-23,z8mfWghxF4,06kzIMnTzR,C5BZ0oRFKQ,Oblique Crunch,8,0.0,fake_id_584
2021-06-02,7RWpFVK7zP,N6zu9IJNBz,BO2N1ugNeP,Leg Raise,20,0.0,fake_id_543
2021-04-22,ieOdCvpmRM,erjFOF21dc,41doOSVRl2,Reverse Barbell Curl,8,24.947610018960187,fake_id_584
2021-02-20,mrtAIlzF2e,R1M0DI9wui,MDPLeAuqEZ,Standing Hip Flexor Stretch,10,0.0,fake_id_563
2021-06-21,njoMeNFCcF,AF7Qq7XK2r,EGHeqDL544,Air Squats,9,0.0,fake_id_553
2021-09-01,hQ9X9tzypF,AF7Qq7XK2r,cInGcLzlO2,Air Squats,10,0.0,fake_id_605
2021-02-24,pSXmPY33vG,DhkjvJNsNR,WMs6CqFZsJ,Sit Up,12,0.0,fake_id_573
2021-06-24,cnEyCEBxee,AF7Qq7XK2r,eASvUPC4uB,Air Squats,15,0.0,fake_id_579
2021-02-19,n39yGYNtN6,xPS7RzoOGm,Lzy4jvSghL,Bent Over Barbell Row,12,40.82336184920758,fake_id_582
2021-01-14,tBv2AhqerP,oCzmU1KcYe,An3UnzGpYu,Cable Shoulder Internal Rotation,8,22.67964547178199,fake_id_581
2021-06-21,3gNCPs7X9n,zJlvUiMLou,cTfwipSB6R,Barbell Incline Bench Press,15,70.30690096252415,fake_id_543
2021-10-11,5SfBQq1xYc,zJlvUiMLou,ifNEIGfTZQ,Barbell Incline Bench Press,12,60.0,fake_id_551
2021-10-03,FNgYEiC8a4,w5njIJMJHb,NCSrFP0DAp,Kettlebell Upright Row,7,6.8038936415345965,fake_id_553
2021-05-20,NFFDN6PNZV,06kzIMnTzR,VNCOVaEpvA,Oblique Crunch,10,0.0,fake_id_542
2021-06-18,EDEXesamCm,zJlvUiMLou,8fUrw99qE5,Barbell Incline Bench Press,10,52.16318458509857,fake_id_542
2021-06-18,y4xhrtgcnx,9ykyHFs36M,ufWTCHOeod,Clean,5,22.67964547178199,fake_id_544
2021-02-13,3JlfuIDz7z,9q2Cdgm0FM,FVpaNhmLQR,Machine Leg Press,12,154.0,fake_id_597
2021-01-05,HbdUj8prwG,9VQ4n2PTFW,dANkhp1GDL,Landmine Press,8,40.82336184920758,fake_id_570
2021-04-29,X0FO4dNyXT,QFhUumXlvb,dueLivQ1MM,Reverse Grip Barbell Bent Over Row,10,70.30690096252415,fake_id_562
2021-05-25,VeH5rglQxM,Yw1aA3soIp,ovGAI3CVjr,Dumbbell Sumo Squat,6,5.669911367945497,fake_id_560
2021-12-03,XUaLjCRCzi,w5njIJMJHb,RmT4YFNowN,Kettlebell Upright Row,24,14.016020901561268,fake_id_584
2021-05-12,Kkn0W4Gb2F,4IMiKZHvCG,mxBWDvJQBH,Shotgun Row,8,36.28743275485118,fake_id_593
2021-06-04,157HYZzRPB,06kzIMnTzR,meNXlaspke,Oblique Crunch,10,0.0,fake_id_545
2021-01-23,1otdDKWxbV,BTmBzxhAmZ,lJkVfxV3dv,Dumbbell Pullover,8,18.14371637742559,fake_id_565
2021-01-09,RihLsFB4MZ,UThEK7cf4f,2f6EvnPdnm,Machine Fly,15,18.0,fake_id_591
2021-05-25,VeH5rglQxM,Yw1aA3soIp,4mtxjL5j1K,Dumbbell Sumo Squat,6,5.669911367945497,fake_id_560
2021-09-26,9CNqv8YtH0,dFycDkJyHe,oTFJB5QcZZ,Dumbbell Shoulder Raise,3,4.535929094356398,fake_id_553
2021-05-11,OBceKgGLQn,163u4e1Em9,lgFiCyWj85,Hammerstrength Shrug,8,70.0,fake_id_551
2021-05-25,uSmRAbXwKK,AOQBAQ8rXC,3A7O0HtFAq,Pendlay Row,8,36.28743275485118,fake_id_544
2021-06-12,GJLsPiRvzb,r4bOO0fDTv,agE3AGC3AY,Plank,0,0.0,fake_id_542
2021-04-06,Dgidi2WGqp,k4ivWt2zuv,pqcZOXdCT6,Barbell Glute Bridge,15,6.8038936415345965,fake_id_578
2021-05-28,C6TYFW5Dhc,JZcl0pTDEj,CZplTgyBvB,TRX Glute Bridge,10,0.0,fake_id_565
2021-05-21,myATUNytg8,gALxFFZcI4,ry1A77qvnP,Dumbbell Decline Bench Press,8,20.41168092460379,fake_id_575
2021-03-27,iRTqhDRlQU,BN1DjSE1Zi,ZRu7hR7RwP,Romanian Deadlift,5,36.28743275485118,fake_id_544
2021-06-08,rLMBZDLLOI,G1mxtZtEs5,v6ySwdOVgw,Back Squat,10,61.235042773811365,fake_id_590
2021-11-01,T9xzBtCQ1O,06kzIMnTzR,LpNAMrY0pn,Oblique Crunch,9,0.0,fake_id_578
2021-12-03,XUaLjCRCzi,w5njIJMJHb,0bHrTdXSTG,Kettlebell Upright Row,24,14.016020901561268,fake_id_584
2021-05-27,a6GMjqrRct,dFycDkJyHe,FO9Ba8Tecf,Dumbbell Shoulder Raise,10,7.937875915123695,fake_id_557
2021-12-14,1xl0Jl5Clw,243X43p1XP,jVysq9lX2J,Seated Leg Curl,4,47.62725549074217,fake_id_542
2021-03-12,AQ9UtcHdD5,9fptvki4pW,Ah1jHzNZUo,Barbell Hip Thrust,10,79.37875915123695,fake_id_593
2021-09-17,c6IzuyW2u6,UThEK7cf4f,dsO9SCvnal,Machine Fly,15,27.215574566138386,fake_id_596
2021-06-24,Xv1XmWeqZf,nNMm3ywt6H,q9q611YOGx,Pike Push Up,12,0.0,fake_id_586
2021-01-08,KtanSFc3AB,otjt26R0oL,uMkHjD4yuf,Barbell Shoulder Press,12,43.091326396385774,fake_id_543
2021-02-17,Vlq0TIL6Zb,AF7Qq7XK2r,Ixcz8pkSGY,Air Squats,15,0.0,fake_id_595
2021-10-05,imKWolZNbe,j9nla5kTfn,PzJrLnroAL,Kettlebell Hang Clean,15,4.082336184920758,fake_id_578
2021-05-13,EtoOVSJT80,3GvUTFN8up,Cl2KRsKndz,Calf Raise,12,0.0,fake_id_601
2021-05-12,1fCupzsbJm,wNarovWdLy,NmWIGQzHhS,Cable Crunch,10,26.081592292549285,fake_id_566
2021-01-12,qCz1UDb1nA,EAjKaB5zWy,ViIbZNDX4M,Dumbbell Kickbacks,8,15.87575183024739,fake_id_557
2021-07-27,TNWQHMg5F4,EAjKaB5zWy,XDzC0J5ywh,Dumbbell Kickbacks,9,5.669911367945497,fake_id_550
2021-05-23,LoSkw62qtq,zJlvUiMLou,cfefLcn9Vh,Barbell Incline Bench Press,8,20.0,fake_id_548
2021-12-05,CxvwyIvKvB,ewEcdHovom,ltZQiwi0dU,Hanging Leg Raise,8,0.0,fake_id_542
2021-04-01,y1GyVNgn5h,WoEeZr6Uwx,qov3F01BvM,Single Arm Lat Pulldown,10,34.01946820767298,fake_id_593
2021-11-13,VbJwEurv39,1mSqEHZVVv,OJWWgUQ2Wq,Machine Reverse Fly,12,40.0,fake_id_545
2021-05-01,STeQHjBQKb,AF7Qq7XK2r,fSpeDpfHlk,Air Squats,10,11.339822735890994,fake_id_558
2021-07-20,MRQ2iZG9nB,xPS7RzoOGm,Ghniq7vdUg,Bent Over Barbell Row,8,70.30690096252415,fake_id_570
2021-01-25,hHL8qzDMA8,EAjKaB5zWy,EhJqPTf4kc,Dumbbell Kickbacks,10,11.339822735890994,fake_id_543
2021-09-22,9JrwM9ISAu,G1mxtZtEs5,beYtRCruDR,Back Squat,10,61.235042773811365,fake_id_557
2021-08-21,ptqQKqUsKd,erjFOF21dc,6bUXiSf9fR,Reverse Barbell Curl,10,27.215574566138386,fake_id_562
2021-11-11,2gPQCFkk3q,xPS7RzoOGm,OzJFm1B0lP,Bent Over Barbell Row,11,74.84283005688056,fake_id_587
2021-02-27,Yih6eRseJo,9VAkz3bNl4,yo0hFRQ7gC,Decline Push Up,16,0.0,fake_id_569
2021-09-20,phcOEHEDOP,Fa3azBAbyn,FV85of1gZo,Abs Bike,10,0.0,fake_id_545
2021-09-30,C8i3QD6MiR,zJlvUiMLou,3Rj467bBu3,Barbell Incline Bench Press,10,52.16318458509857,fake_id_566
2021-07-01,Vpxt4Ijfbx,BN1DjSE1Zi,I33dmRBDfA,Romanian Deadlift,12,27.215574566138386,fake_id_560
2021-11-10,DHDQv8b3ax,243X43p1XP,j5eek7jOkD,Seated Leg Curl,5,45.35929094356398,fake_id_600
2021-09-17,4zkZbP5zl2,58REE5sJU1,0rV0iMTARC,Russian Twist,15,6.8038936415345965,fake_id_588
2021-11-25,xpM0Iy4WsY,WoEeZr6Uwx,nzqYv4GYdf,Single Arm Lat Pulldown,10,19.958088015168148,fake_id_550
2021-03-22,vCqfwMevvq,BTmBzxhAmZ,qqzjPcgIi7,Dumbbell Pullover,8,20.41168092460379,fake_id_554
2021-02-27,pkNG1BOKYn,ISJBgnjnsY,XYrZmgzKLZ,Single Arm Row,10,6.8038936415345965,fake_id_574
2021-11-23,pX3pgYbJMW,k4ivWt2zuv,wGV1A7qYeZ,Barbell Glute Bridge,11,50.0,fake_id_585
2021-08-17,whGIWJoXP3,s5tzCNPRXw,ht0heGjGiJ,Lunge Jump,7,0.0,fake_id_546
2021-08-25,crizio0x0o,pM3aRwuufC,Df503ncRKJ,Stability Ball Hyperextension,10,0.0,fake_id_565
2021-05-24,GHc4eN9E8F,w5njIJMJHb,Y306s4q2BU,Kettlebell Upright Row,15,16.0,fake_id_545
2021-11-04,qbDOglckif,uHBREgyju0,ugsdMI1bGh,Step Up,18,0.0,fake_id_552
2021-11-19,6VFQs2Q0Mq,wNImc4b4MY,AeAH4Ow1Xv,Leg Curl,8,75.0,fake_id_551
2021-09-07,Pla91EICrM,EAjKaB5zWy,vBnsgxEYZT,Dumbbell Kickbacks,13,4.535929094356398,fake_id_552
2021-03-09,aGYQoY70cv,9VAkz3bNl4,dHpxG0badK,Decline Push Up,10,0.0,fake_id_542
2021-07-21,BB1cilGZ7f,mIMgSxPI0T,L3DAe9tYpV,Toes to Bar,6,0.0,fake_id_586
2021-10-14,FcpU6gZ01x,WoEeZr6Uwx,3ucxqBvn87,Single Arm Lat Pulldown,15,50.0,fake_id_551
2021-09-18,EjFBh4clLc,xPS7RzoOGm,VoHmiTB31D,Bent Over Barbell Row,12,52.16318458509857,fake_id_587
2021-11-18,AxsUfeM0TL,9fptvki4pW,RHUfNn9OAP,Barbell Hip Thrust,15,83.91468824559335,fake_id_576
2021-07-29,6EEOAHLNaW,dFycDkJyHe,py9Cn1QaHy,Dumbbell Shoulder Raise,6,6.8038936415345965,fake_id_572
2021-12-15,H1KOBhb6is,otjt26R0oL,6Ex4cEpuTD,Barbell Shoulder Press,15,22.67964547178199,fake_id_542
2021-01-07,osWWlUaj5s,yR61QnjQAO,X29QZebJvU,Medicine Ball Push Up,8,0.0,fake_id_578
2021-07-07,c02HxZVYja,Mok6zwcCl9,OgyqKW9F1u,Cable Upright Row,12,34.01946820767298,fake_id_562
2021-01-04,Fg9fBoEjt4,9VQ4n2PTFW,VQ3VaGlg10,Landmine Press,15,22.67964547178199,fake_id_543
2021-08-09,Biu7bP1fJI,AF7Qq7XK2r,EapCFh86VH,Air Squats,10,0.0,fake_id_560
2021-07-19,BKEgcrRz0V,ewEcdHovom,PJ9289CXTt,Hanging Leg Raise,15,0.0,fake_id_551
2021-03-27,deFGtc4Sxf,DdtF1OFcuQ,VoKFI15vqo,Tricep Push Up,16,0.0,fake_id_542
2021-05-01,vTyShga1rG,BN1DjSE1Zi,0kETxl1DWH,Romanian Deadlift,4,36.28743275485118,fake_id_544
2021-07-24,HDkHPn9FiL,Gx6Z2fevPD,rtYMDkfMWp,Incline Dumbbell Row,14,9.071858188712795,fake_id_587
2021-09-17,4AVTsR4td2,zJlvUiMLou,XqkfJxaNRD,Barbell Incline Bench Press,8,61.235042773811365,fake_id_577
2021-08-08,EyQv3Kf0Lz,nNMm3ywt6H,DFmKCmkYbx,Pike Push Up,6,0.0,fake_id_587
2021-02-12,au4piLf7dV,58REE5sJU1,iVsIuCtC8B,Russian Twist,18,9.071858188712795,fake_id_544
2021-04-13,x26fD3lWgN,G1mxtZtEs5,NypfNAsVyu,Back Squat,3,142.88176647222653,fake_id_570
